# ell   TT    EE     BB    TE    PP    TP    EP
   703   2.3689476e+03   4.7356537e+01   0.0000000e+00  -1.3339386e+02   1.1437371e-08   3.7984466e-12  -4.2526992e-13
   704   2.3762523e+03   4.7227887e+01   0.0000000e+00  -1.3517319e+02   1.1412547e-08   3.8113692e-12  -4.2438614e-13
   705   2.3837277e+03   4.7091970e+01   0.0000000e+00  -1.3692416e+02   1.1387809e-08   3.8240836e-12  -4.2345684e-13
   706   2.3914041e+03   4.6948782e+01   0.0000000e+00  -1.3864484e+02   1.1363156e-08   3.8365874e-12  -4.2248223e-13
   707   2.3992518e+03   4.6798518e+01   0.0000000e+00  -1.4033528e+02   1.1338589e-08   3.8488799e-12  -4.2146273e-13
   708   2.4072711e+03   4.6640975e+01   0.0000000e+00  -1.4199555e+02   1.1314106e-08   3.8609589e-12  -4.2039855e-13
   709   2.4154721e+03   4.6476549e+01   0.0000000e+00  -1.4362270e+02   1.1289711e-08   3.8728241e-12  -4.1929014e-13
   710   2.4238351e+03   4.6305134e+01   0.0000000e+00  -1.4521779e+02   1.1265397e-08   3.8844726e-12  -4.1813766e-13
   711   2.4323605e+03   4.6126828e+01   0.0000000e+00  -1.4677989e+02   1.1241166e-08   3.8959031e-12  -4.1694143e-13
   712   2.4410585e+03   4.5941726e+01   0.0000000e+00  -1.4830704e+02   1.1217021e-08   3.9071153e-12  -4.1570190e-13
   713   2.4498992e+03   4.5749824e+01   0.0000000e+00  -1.4979932e+02   1.1192957e-08   3.9181063e-12  -4.1441924e-13
   714   2.4588931e+03   4.5551318e+01   0.0000000e+00  -1.5125578e+02   1.1168976e-08   3.9288757e-12  -4.1309385e-13
   715   2.4680403e+03   4.5346204e+01   0.0000000e+00  -1.5267647e+02   1.1145076e-08   3.9394204e-12  -4.1172590e-13
   716   2.4773212e+03   4.5134477e+01   0.0000000e+00  -1.5406047e+02   1.1121260e-08   3.9497409e-12  -4.1031589e-13
   717   2.4867359e+03   4.4916235e+01   0.0000000e+00  -1.5540583e+02   1.1097526e-08   3.9598348e-12  -4.0886403e-13
   718   2.4962848e+03   4.4691572e+01   0.0000000e+00  -1.5671260e+02   1.1073870e-08   3.9697000e-12  -4.0737059e-13
   719   2.5059581e+03   4.4460684e+01   0.0000000e+00  -1.5797986e+02   1.1050297e-08   3.9793360e-12  -4.0583597e-13
   720   2.5157560e+03   4.4223569e+01   0.0000000e+00  -1.5920865e+02   1.1026804e-08   3.9887408e-12  -4.0426043e-13
   721   2.5256689e+03   4.3980520e+01   0.0000000e+00  -1.6039703e+02   1.1003391e-08   3.9979130e-12  -4.0264429e-13
   722   2.5356970e+03   4.3731535e+01   0.0000000e+00  -1.6154508e+02   1.0980057e-08   4.0068510e-12  -4.0098785e-13
   723   2.5458405e+03   4.3476909e+01   0.0000000e+00  -1.6265284e+02   1.0956802e-08   4.0155533e-12  -3.9929142e-13
   724   2.5560897e+03   4.3216738e+01   0.0000000e+00  -1.6371937e+02   1.0933623e-08   4.0240175e-12  -3.9755523e-13
   725   2.5664449e+03   4.2951118e+01   0.0000000e+00  -1.6474375e+02   1.0910525e-08   4.0322439e-12  -3.9577976e-13
   726   2.5768963e+03   4.2680145e+01   0.0000000e+00  -1.6572701e+02   1.0887508e-08   4.0402307e-12  -3.9396528e-13
   727   2.5874443e+03   4.2404015e+01   0.0000000e+00  -1.6666723e+02   1.0864565e-08   4.0479754e-12  -3.9211200e-13
   728   2.5980890e+03   4.2122723e+01   0.0000000e+00  -1.6756546e+02   1.0841699e-08   4.0554768e-12  -3.9022029e-13
   729   2.6088007e+03   4.1836567e+01   0.0000000e+00  -1.6841877e+02   1.0818910e-08   4.0627336e-12  -3.8829045e-13
   730   2.6195997e+03   4.1545441e+01   0.0000000e+00  -1.6922921e+02   1.0796197e-08   4.0697442e-12  -3.8632279e-13
   731   2.6304763e+03   4.1249641e+01   0.0000000e+00  -1.6999584e+02   1.0773563e-08   4.0765081e-12  -3.8431772e-13
   732   2.6414106e+03   4.0949164e+01   0.0000000e+00  -1.7071672e+02   1.0751001e-08   4.0830219e-12  -3.8227536e-13
   733   2.6524131e+03   4.0644305e+01   0.0000000e+00  -1.7139291e+02   1.0728515e-08   4.0892850e-12  -3.8019610e-13
   734   2.6634738e+03   4.0334961e+01   0.0000000e+00  -1.7202248e+02   1.0706106e-08   4.0952964e-12  -3.7808032e-13
   735   2.6745732e+03   4.0021526e+01   0.0000000e+00  -1.7260747e+02   1.0683769e-08   4.1010536e-12  -3.7592822e-13
   736   2.6857314e+03   3.9704098e+01   0.0000000e+00  -1.7314595e+02   1.0661507e-08   4.1065567e-12  -3.7374025e-13
   737   2.6969187e+03   3.9382672e+01   0.0000000e+00  -1.7363799e+02   1.0639317e-08   4.1118021e-12  -3.7151655e-13
   738   2.7081455e+03   3.9057543e+01   0.0000000e+00  -1.7408363e+02   1.0617203e-08   4.1167898e-12  -3.6925754e-13
   739   2.7194018e+03   3.8728809e+01   0.0000000e+00  -1.7448193e+02   1.0595159e-08   4.1215173e-12  -3.6696347e-13
   740   2.7306781e+03   3.8396664e+01   0.0000000e+00  -1.7483197e+02   1.0573190e-08   4.1259847e-12  -3.6463476e-13
   741   2.7419645e+03   3.8061305e+01   0.0000000e+00  -1.7513579e+02   1.0551293e-08   4.1301888e-12  -3.6227160e-13
   742   2.7532613e+03   3.7722827e+01   0.0000000e+00  -1.7539246e+02   1.0529465e-08   4.1341284e-12  -3.5987430e-13
   743   2.7645689e+03   3.7381427e+01   0.0000000e+00  -1.7560104e+02   1.0507711e-08   4.1378032e-12  -3.5744329e-13
   744   2.7758674e+03   3.7037301e+01   0.0000000e+00  -1.7576158e+02   1.0486028e-08   4.1412104e-12  -3.5497876e-13
   745   2.7871571e+03   3.6690643e+01   0.0000000e+00  -1.7587414e+02   1.0464415e-08   4.1443493e-12  -3.5248110e-13
   746   2.7984282e+03   3.6341551e+01   0.0000000e+00  -1.7593979e+02   1.0442873e-08   4.1472176e-12  -3.4995053e-13
   747   2.8096811e+03   3.5990220e+01   0.0000000e+00  -1.7595659e+02   1.0421400e-08   4.1498148e-12  -3.4738746e-13
   748   2.8209060e+03   3.5636746e+01   0.0000000e+00  -1.7592558e+02   1.0399996e-08   4.1521382e-12  -3.4479210e-13
   749   2.8321032e+03   3.5281325e+01   0.0000000e+00  -1.7584684e+02   1.0378661e-08   4.1541875e-12  -3.4216485e-13
   750   2.8432629e+03   3.4924153e+01   0.0000000e+00  -1.7572042e+02   1.0357395e-08   4.1559601e-12  -3.3950594e-13
   751   2.8543754e+03   3.4565324e+01   0.0000000e+00  -1.7554538e+02   1.0336197e-08   4.1574562e-12  -3.3681581e-13
   752   2.8654310e+03   3.4205027e+01   0.0000000e+00  -1.7532171e+02   1.0315067e-08   4.1586761e-12  -3.3409492e-13
   753   2.8764401e+03   3.3843350e+01   0.0000000e+00  -1.7505143e+02   1.0294004e-08   4.1596231e-12  -3.3134396e-13
   754   2.8873932e+03   3.3480478e+01   0.0000000e+00  -1.7473252e+02   1.0273009e-08   4.1602981e-12  -3.2856345e-13
   755   2.8982804e+03   3.3116699e+01   0.0000000e+00  -1.7436599e+02   1.0252083e-08   4.1607048e-12  -3.2575410e-13
   756   2.9090923e+03   3.2752101e+01   0.0000000e+00  -1.7395183e+02   1.0231221e-08   4.1608438e-12  -3.2291641e-13
   757   2.9198491e+03   3.2386971e+01   0.0000000e+00  -1.7349005e+02   1.0210426e-08   4.1607171e-12  -3.2005096e-13
   758   2.9305313e+03   3.2021295e+01   0.0000000e+00  -1.7298264e+02   1.0189699e-08   4.1603283e-12  -3.1715848e-13
   759   2.9411391e+03   3.1655460e+01   0.0000000e+00  -1.7242761e+02   1.0169036e-08   4.1596776e-12  -3.1423940e-13
   760   2.9516630e+03   3.1289555e+01   0.0000000e+00  -1.7182595e+02   1.0148441e-08   4.1587689e-12  -3.1129449e-13
   761   2.9621033e+03   3.0923765e+01   0.0000000e+00  -1.7117765e+02   1.0127907e-08   4.1576030e-12  -3.0832424e-13
   762   2.9724504e+03   3.0558179e+01   0.0000000e+00  -1.7048273e+02   1.0107442e-08   4.1561828e-12  -3.0532930e-13
   763   2.9827047e+03   3.0192983e+01   0.0000000e+00  -1.6974217e+02   1.0087039e-08   4.1545091e-12  -3.0231018e-13
   764   2.9928465e+03   2.9828264e+01   0.0000000e+00  -1.6895398e+02   1.0066703e-08   4.1525857e-12  -2.9926762e-13
   765   3.0028761e+03   2.9464309e+01   0.0000000e+00  -1.6812015e+02   1.0046431e-08   4.1504139e-12  -2.9620214e-13
   766   3.0127940e+03   2.9101206e+01   0.0000000e+00  -1.6723969e+02   1.0026221e-08   4.1479952e-12  -2.9311432e-13
   767   3.0225805e+03   2.8738941e+01   0.0000000e+00  -1.6631258e+02   1.0006076e-08   4.1453328e-12  -2.9000482e-13
   768   3.0322459e+03   2.8377902e+01   0.0000000e+00  -1.6533884e+02   9.9859945e-09   4.1424281e-12  -2.8687421e-13
   769   3.0417607e+03   2.8018277e+01   0.0000000e+00  -1.6432047e+02   9.9659736e-09   4.1392824e-12  -2.8372301e-13
   770   3.0511452e+03   2.7660151e+01   0.0000000e+00  -1.6325744e+02   9.9460178e-09   4.1358996e-12  -2.8055197e-13
   771   3.0603797e+03   2.7303712e+01   0.0000000e+00  -1.6214978e+02   9.9261243e-09   4.1322808e-12  -2.7736162e-13
   772   3.0694547e+03   2.6949247e+01   0.0000000e+00  -1.6099748e+02   9.9062929e-09   4.1284282e-12  -2.7415255e-13
   773   3.0783804e+03   2.6596844e+01   0.0000000e+00  -1.5980252e+02   9.8865232e-09   4.1243438e-12  -2.7092537e-13
   774   3.0871373e+03   2.6246689e+01   0.0000000e+00  -1.5856493e+02   9.8668151e-09   4.1200298e-12  -2.6768068e-13
   775   3.0957257e+03   2.5898969e+01   0.0000000e+00  -1.5728468e+02   9.8471681e-09   4.1154881e-12  -2.6441907e-13
   776   3.1041560e+03   2.5553872e+01   0.0000000e+00  -1.5596379e+02   9.8275821e-09   4.1107210e-12  -2.6114115e-13
   777   3.1124185e+03   2.5211485e+01   0.0000000e+00  -1.5460125e+02   9.8080567e-09   4.1057304e-12  -2.5784751e-13
   778   3.1205137e+03   2.4871995e+01   0.0000000e+00  -1.5319906e+02   9.7885916e-09   4.1005185e-12  -2.5453876e-13
   779   3.1284418e+03   2.4535489e+01   0.0000000e+00  -1.5175621e+02   9.7691865e-09   4.0950873e-12  -2.5121550e-13
   780   3.1361932e+03   2.4202254e+01   0.0000000e+00  -1.5027571e+02   9.7498436e-09   4.0894400e-12  -2.4787838e-13
   781   3.1437783e+03   2.3872277e+01   0.0000000e+00  -1.4875656e+02   9.7305578e-09   4.0835766e-12  -2.4452788e-13
   782   3.1511775e+03   2.3545746e+01   0.0000000e+00  -1.4719975e+02   9.7113312e-09   4.0775002e-12  -2.4116467e-13
   783   3.1584011e+03   2.3222847e+01   0.0000000e+00  -1.4560429e+02   9.6921634e-09   4.0712129e-12  -2.3778935e-13
   784   3.1654295e+03   2.2903667e+01   0.0000000e+00  -1.4397217e+02   9.6730566e-09   4.0647172e-12  -2.3440254e-13
   785   3.1722631e+03   2.2588295e+01   0.0000000e+00  -1.4230238e+02   9.6540057e-09   4.0580144e-12  -2.3100478e-13
   786   3.1788821e+03   2.2276916e+01   0.0000000e+00  -1.4059494e+02   9.6350152e-09   4.0511078e-12  -2.2759677e-13
   787   3.1852971e+03   2.1969618e+01   0.0000000e+00  -1.3885184e+02   9.6160802e-09   4.0439978e-12  -2.2417898e-13
   788   3.1914983e+03   2.1666588e+01   0.0000000e+00  -1.3707107e+02   9.5972025e-09   4.0366872e-12  -2.2075208e-13
   789   3.1974661e+03   2.1368013e+01   0.0000000e+00  -1.3525564e+02   9.5783832e-09   4.0291788e-12  -2.1731669e-13
   790   3.2032208e+03   2.1073980e+01   0.0000000e+00  -1.3340454e+02   9.5596196e-09   4.0214735e-12  -2.1387335e-13
   791   3.2087429e+03   2.0784777e+01   0.0000000e+00  -1.3152178e+02   9.5409149e-09   4.0135750e-12  -2.1042275e-13
   792   3.2140427e+03   2.0500590e+01   0.0000000e+00  -1.2960635e+02   9.5222664e-09   4.0054839e-12  -2.0696541e-13
   793   3.2191106e+03   2.0221607e+01   0.0000000e+00  -1.2766025e+02   9.5036717e-09   3.9972023e-12  -2.0350192e-13
   794   3.2239468e+03   1.9947914e+01   0.0000000e+00  -1.2568448e+02   9.4851349e-09   3.9887331e-12  -2.0003295e-13
   795   3.2285419e+03   1.9679800e+01   0.0000000e+00  -1.2368104e+02   9.4666536e-09   3.9800786e-12  -1.9655907e-13
   796   3.2329061e+03   1.9417250e+01   0.0000000e+00  -1.2164893e+02   9.4482251e-09   3.9712394e-12  -1.9308084e-13
   797   3.2370399e+03   1.9160352e+01   0.0000000e+00  -1.1959014e+02   9.4298537e-09   3.9622189e-12  -1.8959891e-13
   798   3.2409335e+03   1.8909194e+01   0.0000000e+00  -1.1750468e+02   9.4115369e-09   3.9530192e-12  -1.8611388e-13
   799   3.2445974e+03   1.8663861e+01   0.0000000e+00  -1.1539354e+02   9.3932743e-09   3.9436416e-12  -1.8262631e-13
   800   3.2480218e+03   1.8424442e+01   0.0000000e+00  -1.1325573e+02   9.3750658e-09   3.9340890e-12  -1.7913684e-13
   801   3.2512072e+03   1.8190925e+01   0.0000000e+00  -1.1109423e+02   9.3569109e-09   3.9243625e-12  -1.7564596e-13
   802   3.2541638e+03   1.7963298e+01   0.0000000e+00  -1.0890798e+02   9.3388095e-09   3.9144650e-12  -1.7215394e-13
   803   3.2568717e+03   1.7741952e+01   0.0000000e+00  -1.0669795e+02   9.3207613e-09   3.9043975e-12  -1.6866090e-13
   804   3.2593411e+03   1.7526779e+01   0.0000000e+00  -1.0446605e+02   9.3027662e-09   3.8941628e-12  -1.6516705e-13
   805   3.2615522e+03   1.7318168e+01   0.0000000e+00  -1.0221124e+02   9.2848240e-09   3.8837619e-12  -1.6167250e-13
   806   3.2634952e+03   1.7116110e+01   0.0000000e+00  -9.9936460e+01   9.2669343e-09   3.8731976e-12  -1.5817746e-13
   807   3.2651703e+03   1.6920795e+01   0.0000000e+00  -9.7639643e+01   9.2490971e-09   3.8624708e-12  -1.5468204e-13
   808   3.2665776e+03   1.6732413e+01   0.0000000e+00  -9.5324732e+01   9.2313121e-09   3.8515844e-12  -1.5118646e-13
   809   3.2677074e+03   1.6551056e+01   0.0000000e+00  -9.2990670e+01   9.2135791e-09   3.8405394e-12  -1.4769082e-13
   810   3.2685597e+03   1.6376814e+01   0.0000000e+00  -9.0638396e+01   9.1958979e-09   3.8293386e-12  -1.4419533e-13
   811   3.2691349e+03   1.6209776e+01   0.0000000e+00  -8.8270052e+01   9.1782705e-09   3.8179839e-12  -1.4070015e-13
   812   3.2694530e+03   1.6049835e+01   0.0000000e+00  -8.5886479e+01   9.1606922e-09   3.8064758e-12  -1.3720539e-13
   813   3.2695043e+03   1.5897179e+01   0.0000000e+00  -8.3488916e+01   9.1431651e-09   3.7948176e-12  -1.3371126e-13
   814   3.2692989e+03   1.5751800e+01   0.0000000e+00  -8.1078506e+01   9.1256890e-09   3.7830103e-12  -1.3021789e-13
   815   3.2688471e+03   1.5613688e+01   0.0000000e+00  -7.8656388e+01   9.1082657e-09   3.7710571e-12  -1.2672549e-13
   816   3.2681489e+03   1.5483033e+01   0.0000000e+00  -7.6223704e+01   9.0908908e-09   3.7589586e-12  -1.2323416e-13
   817   3.2671947e+03   1.5359826e+01   0.0000000e+00  -7.3781094e+01   9.0735684e-09   3.7467175e-12  -1.1974411e-13
   818   3.2659845e+03   1.5244158e+01   0.0000000e+00  -7.1328800e+01   9.0562939e-09   3.7343345e-12  -1.1625545e-13
   819   3.2645086e+03   1.5136018e+01   0.0000000e+00  -6.8867361e+01   9.0390714e-09   3.7218132e-12  -1.1276840e-13
   820   3.2627571e+03   1.5035697e+01   0.0000000e+00  -6.6397320e+01   9.0218955e-09   3.7091541e-12  -1.0928307e-13
   821   3.2607202e+03   1.4943087e+01   0.0000000e+00  -6.3919116e+01   9.0047722e-09   3.6963602e-12  -1.0579967e-13
   822   3.2583981e+03   1.4858376e+01   0.0000000e+00  -6.1433090e+01   8.9876960e-09   3.6834318e-12  -1.0231829e-13
   823   3.2557810e+03   1.4781557e+01   0.0000000e+00  -5.8939884e+01   8.9706710e-09   3.6703728e-12  -9.8839172e-14
   824   3.2528791e+03   1.4712718e+01   0.0000000e+00  -5.6440838e+01   8.9536927e-09   3.6571837e-12  -9.5362424e-14
   825   3.2497025e+03   1.4651851e+01   0.0000000e+00  -5.3937493e+01   8.9367651e-09   3.6438672e-12  -9.1888234e-14
   826   3.2462514e+03   1.4599046e+01   0.0000000e+00  -5.1431389e+01   8.9198860e-09   3.6304248e-12  -8.8416751e-14
   827   3.2425361e+03   1.4554193e+01   0.0000000e+00  -4.8924068e+01   8.9030530e-09   3.6168576e-12  -8.4948116e-14
   828   3.2385566e+03   1.4517384e+01   0.0000000e+00  -4.6416871e+01   8.8862700e-09   3.6031691e-12  -8.1482532e-14
   829   3.2343333e+03   1.4488608e+01   0.0000000e+00  -4.3911437e+01   8.8695349e-09   3.5893605e-12  -7.8020139e-14
   830   3.2298661e+03   1.4467955e+01   0.0000000e+00  -4.1409109e+01   8.8528473e-09   3.5754335e-12  -7.4561097e-14
   831   3.2251555e+03   1.4455318e+01   0.0000000e+00  -3.8910326e+01   8.8362071e-09   3.5613902e-12  -7.1105568e-14
   832   3.2201914e+03   1.4450785e+01   0.0000000e+00  -3.6415730e+01   8.8196119e-09   3.5472320e-12  -6.7653705e-14
   833   3.2149642e+03   1.4454447e+01   0.0000000e+00  -3.3925561e+01   8.8030658e-09   3.5329616e-12  -6.4205685e-14
   834   3.2094839e+03   1.4466295e+01   0.0000000e+00  -3.1440260e+01   8.7865664e-09   3.5185805e-12  -6.0761662e-14
   835   3.2037308e+03   1.4486319e+01   0.0000000e+00  -2.8960368e+01   8.7701135e-09   3.5040906e-12  -5.7321795e-14
   836   3.1976951e+03   1.4514610e+01   0.0000000e+00  -2.6486127e+01   8.7537069e-09   3.4894938e-12  -5.3886247e-14
   837   3.1913868e+03   1.4551158e+01   0.0000000e+00  -2.4018275e+01   8.7373464e-09   3.4747916e-12  -5.0455173e-14
   838   3.1848164e+03   1.4595954e+01   0.0000000e+00  -2.1557755e+01   8.7210318e-09   3.4599867e-12  -4.7028745e-14
   839   3.1779638e+03   1.4648887e+01   0.0000000e+00  -1.9106008e+01   8.7047629e-09   3.4450806e-12  -4.3607119e-14
   840   3.1708692e+03   1.4709949e+01   0.0000000e+00  -1.6664173e+01   8.6885394e-09   3.4300752e-12  -4.0190456e-14
   841   3.1635230e+03   1.4779031e+01   0.0000000e+00  -1.4233692e+01   8.6723632e-09   3.4149732e-12  -3.6778925e-14
   842   3.1559352e+03   1.4856121e+01   0.0000000e+00  -1.1815706e+01   8.6562301e-09   3.3997749e-12  -3.3372670e-14
   843   3.1481060e+03   1.4941112e+01   0.0000000e+00  -9.4115558e+00   8.6401417e-09   3.3844830e-12  -2.9971860e-14
   844   3.1400656e+03   1.5033892e+01   0.0000000e+00  -7.0224815e+00   8.6240980e-09   3.3690994e-12  -2.6576658e-14
   845   3.1317843e+03   1.5134554e+01   0.0000000e+00  -4.6491243e+00   8.6080987e-09   3.3536260e-12  -2.3187224e-14
   846   3.1232821e+03   1.5243087e+01   0.0000000e+00  -2.2923950e+00   8.5921456e-09   3.3380651e-12  -1.9803721e-14
   847   3.1145392e+03   1.5359582e+01   0.0000000e+00   4.7135631e-02   8.5762345e-09   3.3224177e-12  -1.6426306e-14
   848   3.1055659e+03   1.5483929e+01   0.0000000e+00   2.3687067e+00   8.5603672e-09   3.3066863e-12  -1.3055142e-14
   849   3.0963523e+03   1.5616218e+01   0.0000000e+00   4.6716255e+00   8.5445455e-09   3.2908734e-12  -9.6903934e-15
   850   3.0868887e+03   1.5756441e+01   0.0000000e+00   6.9551771e+00   8.5287650e-09   3.2749794e-12  -6.3322150e-15
   851   3.0771950e+03   1.5904689e+01   0.0000000e+00   9.2186754e+00   8.5130278e-09   3.2590069e-12  -2.9808211e-15
   852   3.0672613e+03   1.6060665e+01   0.0000000e+00   1.1461484e+01   8.4973356e-09   3.2429575e-12   3.6337763e-16
   853   3.0570972e+03   1.6224370e+01   0.0000000e+00   1.3682977e+01   8.4816841e-09   3.2268317e-12   3.6999208e-15
   854   3.0467027e+03   1.6395609e+01   0.0000000e+00   1.5882525e+01   8.4660774e-09   3.2106318e-12   7.0283491e-15
   855   3.0361075e+03   1.6574284e+01   0.0000000e+00   1.8059503e+01   8.4505102e-09   3.1943573e-12   1.0348199e-14
   856   3.0252915e+03   1.6760299e+01   0.0000000e+00   2.0213332e+01   8.4349885e-09   3.1780108e-12   1.3659014e-14
   857   3.0142844e+03   1.6953358e+01   0.0000000e+00   2.2343375e+01   8.4195069e-09   3.1615925e-12   1.6960328e-14
   858   3.0030861e+03   1.7153563e+01   0.0000000e+00   2.4448895e+01   8.4040694e-09   3.1451048e-12   2.0251689e-14
   859   2.9916964e+03   1.7360717e+01   0.0000000e+00   2.6528855e+01   8.3886739e-09   3.1285477e-12   2.3532629e-14
   860   2.9801151e+03   1.7574924e+01   0.0000000e+00   2.8582217e+01   8.3733182e-09   3.1119225e-12   2.6802686e-14
   861   2.9683520e+03   1.7796088e+01   0.0000000e+00   3.0607844e+01   8.3580060e-09   3.0952313e-12   3.0061409e-14
   862   2.9563969e+03   1.8024110e+01   0.0000000e+00   3.2604599e+01   8.3427354e-09   3.0784743e-12   3.3308329e-14
   863   2.9442697e+03   1.8259196e+01   0.0000000e+00   3.4571444e+01   8.3275041e-09   3.0616527e-12   3.6542983e-14
   864   2.9319601e+03   1.8501147e+01   0.0000000e+00   3.6507143e+01   8.3123159e-09   3.0447687e-12   3.9764925e-14
   865   2.9194680e+03   1.8749968e+01   0.0000000e+00   3.8410857e+01   8.2971688e-09   3.0278224e-12   4.2973679e-14
   866   2.9068132e+03   1.9005561e+01   0.0000000e+00   4.0282150e+01   8.2820626e-09   3.0108157e-12   4.6168797e-14
   867   2.8939754e+03   1.9267829e+01   0.0000000e+00   4.2121084e+01   8.2669951e-09   2.9937487e-12   4.9349799e-14
   868   2.8809646e+03   1.9536577e+01   0.0000000e+00   4.3927222e+01   8.2519701e-09   2.9766237e-12   5.2516244e-14
   869   2.8677905e+03   1.9811707e+01   0.0000000e+00   4.5700626e+01   8.2369855e-09   2.9594418e-12   5.5667670e-14
   870   2.8544429e+03   2.0093222e+01   0.0000000e+00   4.7440960e+01   8.2220413e-09   2.9422036e-12   5.8803605e-14
   871   2.8409316e+03   2.0380826e+01   0.0000000e+00   4.9148186e+01   8.2071371e-09   2.9249108e-12   6.1923601e-14
   872   2.8272665e+03   2.0674422e+01   0.0000000e+00   5.0822066e+01   8.1922729e-09   2.9075640e-12   6.5027184e-14
   873   2.8134374e+03   2.0973813e+01   0.0000000e+00   5.2461864e+01   8.1774485e-09   2.8901651e-12   6.8113909e-14
   874   2.7994640e+03   2.1279002e+01   0.0000000e+00   5.4067042e+01   8.1626637e-09   2.8727145e-12   7.1183298e-14
