# ell     TT     EE      BB      TE
  4261  2.8608725e+00  8.0879142e-02  9.1577145e-03 -1.1031426e-01
  4262  2.8562919e+00  8.0693678e-02  9.1515135e-03 -1.1008379e-01
  4263  2.8517038e+00  8.0508758e-02  9.1453186e-03 -1.0985281e-01
  4264  2.8471189e+00  8.0324241e-02  9.1391297e-03 -1.0962113e-01
  4265  2.8425381e+00  8.0140186e-02  9.1329467e-03 -1.0938903e-01
  4266  2.8379724e+00  7.9956654e-02  9.1267695e-03 -1.0915618e-01
  4267  2.8333926e+00  7.9773706e-02  9.1205981e-03 -1.0892276e-01
  4268  2.8288298e+00  7.9591103e-02  9.1144323e-03 -1.0868877e-01
  4269  2.8242750e+00  7.9409108e-02  9.1082721e-03 -1.0845417e-01
  4270  2.8197192e+00  7.9227584e-02  9.1021173e-03 -1.0821904e-01
  4271  2.8151734e+00  7.9046594e-02  9.0959678e-03 -1.0798336e-01
  4272  2.8106289e+00  7.8866203e-02  9.0898235e-03 -1.0774721e-01
  4273  2.8060965e+00  7.8686275e-02  9.0836844e-03 -1.0751046e-01
  4274  2.8015775e+00  7.8506875e-02  9.0775502e-03 -1.0727318e-01
  4275  2.7970728e+00  7.8327971e-02  9.0714210e-03 -1.0703545e-01
  4276  2.7925735e+00  7.8149728e-02  9.0652966e-03 -1.0679724e-01
  4277  2.7880905e+00  7.7971914e-02  9.0591769e-03 -1.0655852e-01
  4278  2.7836147e+00  7.7794698e-02  9.0530618e-03 -1.0631927e-01
  4279  2.7791472e+00  7.7617948e-02  9.0469513e-03 -1.0607966e-01
  4280  2.7747086e+00  7.7441834e-02  9.0408452e-03 -1.0583947e-01
  4281  2.7702698e+00  7.7266226e-02  9.0347435e-03 -1.0559885e-01
  4282  2.7658514e+00  7.7091095e-02  9.0286462e-03 -1.0535789e-01
  4283  2.7614541e+00  7.6916612e-02  9.0225531e-03 -1.0511646e-01
  4284  2.7570683e+00  7.6742750e-02  9.0164643e-03 -1.0487464e-01
  4285  2.7526944e+00  7.6569382e-02  9.0103798e-03 -1.0463248e-01
  4286  2.7483429e+00  7.6396581e-02  9.0042994e-03 -1.0439008e-01
  4287  2.7440038e+00  7.6224323e-02  8.9982232e-03 -1.0414750e-01
  4288  2.7396875e+00  7.6052781e-02  8.9921512e-03 -1.0390462e-01
  4289  2.7353837e+00  7.5881732e-02  8.9860834e-03 -1.0366151e-01
  4290  2.7310925e+00  7.5711353e-02  8.9800198e-03 -1.0341835e-01
  4291  2.7268237e+00  7.5541520e-02  8.9739606e-03 -1.0317491e-01
  4292  2.7225770e+00  7.5372311e-02  8.9679056e-03 -1.0293148e-01
  4293  2.7183319e+00  7.5203606e-02  8.9618550e-03 -1.0268793e-01
  4294  2.7141081e+00  7.5035583e-02  8.9558088e-03 -1.0244424e-01
  4295  2.7099048e+00  7.4868222e-02  8.9497671e-03 -1.0220059e-01
  4296  2.7057014e+00  7.4701405e-02  8.9437300e-03 -1.0195697e-01
  4297  2.7015171e+00  7.4535113e-02  8.9376977e-03 -1.0171334e-01
  4298  2.6973511e+00  7.4369528e-02  8.9316701e-03 -1.0146980e-01
  4299  2.6931925e+00  7.4204533e-02  8.9256474e-03 -1.0122643e-01
  4300  2.6890403e+00  7.4040211e-02  8.9196297e-03 -1.0098332e-01
  4301  2.6849035e+00  7.3876448e-02  8.9136171e-03 -1.0074033e-01
  4302  2.6807709e+00  7.3713328e-02  8.9076097e-03 -1.0049765e-01
  4303  2.6766413e+00  7.3550838e-02  8.9016077e-03 -1.0025523e-01
  4304  2.6725237e+00  7.3388965e-02  8.8956112e-03 -1.0001304e-01
  4305  2.6684167e+00  7.3227697e-02  8.8896203e-03 -9.9771128e-02
  4306  2.6642991e+00  7.3067022e-02  8.8836351e-03 -9.9529473e-02
  4307  2.6601898e+00  7.2907028e-02  8.8776557e-03 -9.9288137e-02
  4308  2.6560876e+00  7.2747707e-02  8.8716822e-03 -9.9047086e-02
  4309  2.6519813e+00  7.2588949e-02  8.8657148e-03 -9.8806387e-02
  4310  2.6478697e+00  7.2430844e-02  8.8597535e-03 -9.8566008e-02
  4311  2.6437619e+00  7.2273285e-02  8.8537984e-03 -9.8325918e-02
  4312  2.6396567e+00  7.2116465e-02  8.8478497e-03 -9.8086287e-02
  4313  2.6355433e+00  7.1960276e-02  8.8419073e-03 -9.7847085e-02
  4314  2.6314207e+00  7.1804713e-02  8.8359714e-03 -9.7608284e-02
  4315  2.6272982e+00  7.1649771e-02  8.8300419e-03 -9.7369955e-02
  4316  2.6231750e+00  7.1495546e-02  8.8241190e-03 -9.7132173e-02
  4317  2.6190405e+00  7.1341832e-02  8.8182027e-03 -9.6894810e-02
  4318  2.6149042e+00  7.1188927e-02  8.8122929e-03 -9.6658041e-02
  4319  2.6107657e+00  7.1036529e-02  8.8063897e-03 -9.6421743e-02
  4320  2.6066147e+00  7.0884836e-02  8.8004931e-03 -9.6185990e-02
  4321  2.6024609e+00  7.0733746e-02  8.7946030e-03 -9.5950762e-02
  4322  2.5983044e+00  7.0583359e-02  8.7887194e-03 -9.5716135e-02
  4323  2.5941350e+00  7.0433574e-02  8.7828422e-03 -9.5481990e-02
  4324  2.5899730e+00  7.0284494e-02  8.7769714e-03 -9.5248506e-02
  4325  2.5857985e+00  7.0136018e-02  8.7711070e-03 -9.5015465e-02
  4326  2.5816119e+00  6.9988150e-02  8.7652487e-03 -9.4783150e-02
  4327  2.5774337e+00  6.9840991e-02  8.7593965e-03 -9.4551343e-02
  4328  2.5732443e+00  6.9694344e-02  8.7535503e-03 -9.4320230e-02
  4329  2.5690643e+00  6.9548415e-02  8.7477100e-03 -9.4089697e-02
  4330  2.5648745e+00  6.9403206e-02  8.7418754e-03 -9.3859832e-02
  4331  2.5606856e+00  6.9258524e-02  8.7360465e-03 -9.3630622e-02
  4332  2.5564985e+00  6.9114473e-02  8.7302230e-03 -9.3402160e-02
  4333  2.5523239e+00  6.8971059e-02  8.7244047e-03 -9.3174336e-02
  4334  2.5481429e+00  6.8828290e-02  8.7185917e-03 -9.2947144e-02
  4335  2.5439664e+00  6.8686072e-02  8.7127836e-03 -9.2720779e-02
  4336  2.5398053e+00  6.8544513e-02  8.7069804e-03 -9.2495039e-02
  4337  2.5356406e+00  6.8403621e-02  8.7011819e-03 -9.2270022e-02
  4338  2.5314933e+00  6.8263306e-02  8.6953878e-03 -9.2045830e-02
  4339  2.5273544e+00  6.8123575e-02  8.6895982e-03 -9.1822265e-02
  4340  2.5232248e+00  6.7984440e-02  8.6838128e-03 -9.1599532e-02
  4341  2.5191054e+00  6.7845910e-02  8.6780314e-03 -9.1377439e-02
  4342  2.5150070e+00  6.7707995e-02  8.6722540e-03 -9.1156195e-02
  4343  2.5109104e+00  6.7570608e-02  8.6664805e-03 -9.0935612e-02
  4344  2.5068364e+00  6.7433858e-02  8.6607106e-03 -9.0715803e-02
  4345  2.5027856e+00  6.7297660e-02  8.6549443e-03 -9.0496786e-02
  4346  2.4987485e+00  6.7162023e-02  8.6491815e-03 -9.0278480e-02
  4347  2.4947256e+00  6.7026963e-02  8.6434221e-03 -9.0061106e-02
  4348  2.4907273e+00  6.6892491e-02  8.6376661e-03 -8.9844488e-02
  4349  2.4867436e+00  6.6758521e-02  8.6319133e-03 -8.9628655e-02
  4350  2.4827849e+00  6.6625167e-02  8.6261639e-03 -8.9413834e-02
  4351  2.4788510e+00  6.6492345e-02  8.6204176e-03 -8.9199758e-02
  4352  2.4749318e+00  6.6359973e-02  8.6146745e-03 -8.8986759e-02
  4353  2.4710369e+00  6.6228273e-02  8.6089347e-03 -8.8774568e-02
  4354  2.4671559e+00  6.6097065e-02  8.6031982e-03 -8.8563223e-02
  4355  2.4633081e+00  6.5966372e-02  8.5974649e-03 -8.8352862e-02
  4356  2.4594728e+00  6.5836314e-02  8.5917349e-03 -8.8143426e-02
  4357  2.4556592e+00  6.5706713e-02  8.5860084e-03 -8.7934860e-02
  4358  2.4518563e+00  6.5577592e-02  8.5802854e-03 -8.7727210e-02
  4359  2.4480830e+00  6.5449074e-02  8.5745659e-03 -8.7520528e-02
  4360  2.4443181e+00  6.5321081e-02  8.5688501e-03 -8.7314763e-02
  4361  2.4405804e+00  6.5193636e-02  8.5631382e-03 -8.7110073e-02
  4362  2.4368483e+00  6.5066762e-02  8.5574302e-03 -8.6906213e-02
  4363  2.4331304e+00  6.4940284e-02  8.5517263e-03 -8.6703345e-02
  4364  2.4294351e+00  6.4814424e-02  8.5460267e-03 -8.6501531e-02
  4365  2.4257409e+00  6.4689107e-02  8.5403314e-03 -8.6300636e-02
  4366  2.4220660e+00  6.4564257e-02  8.5346407e-03 -8.6100827e-02
  4367  2.4183986e+00  6.4439898e-02  8.5289548e-03 -8.5902073e-02
  4368  2.4147371e+00  6.4316055e-02  8.5232737e-03 -8.5704347e-02
  4369  2.4110797e+00  6.4192653e-02  8.5175977e-03 -8.5507523e-02
  4370  2.4074345e+00  6.4069816e-02  8.5119270e-03 -8.5311876e-02
  4371  2.4037899e+00  6.3947470e-02  8.5062617e-03 -8.5117184e-02
  4372  2.4001440e+00  6.3825640e-02  8.5006019e-03 -8.4923628e-02
  4373  2.3964951e+00  6.3704250e-02  8.4949479e-03 -8.4731089e-02
  4374  2.3928517e+00  6.3583328e-02  8.4892998e-03 -8.4539651e-02
  4375  2.3892020e+00  6.3462898e-02  8.4836577e-03 -8.4349299e-02
  4376  2.3855546e+00  6.3342986e-02  8.4780217e-03 -8.4160019e-02
  4377  2.3818981e+00  6.3223417e-02  8.4723920e-03 -8.3971900e-02
  4378  2.3782411e+00  6.3104419e-02  8.4667688e-03 -8.3784831e-02
  4379  2.3745823e+00  6.2985916e-02  8.4611520e-03 -8.3599005e-02
  4380  2.3709107e+00  6.2867735e-02  8.4555417e-03 -8.3414212e-02
  4381  2.3672352e+00  6.2750103e-02  8.4499381e-03 -8.3230647e-02
  4382  2.3635451e+00  6.2632844e-02  8.4443412e-03 -8.3048206e-02
  4383  2.3598595e+00  6.2516086e-02  8.4387510e-03 -8.2866883e-02
  4384  2.3561579e+00  6.2399754e-02  8.4331676e-03 -8.2686677e-02
  4385  2.3524500e+00  6.2283776e-02  8.4275908e-03 -8.2507686e-02
  4386  2.3487253e+00  6.2168277e-02  8.4220208e-03 -8.2329809e-02
  4387  2.3450038e+00  6.2053183e-02  8.4164574e-03 -8.2153047e-02
  4388  2.3412654e+00  6.1938522e-02  8.4109006e-03 -8.1977401e-02
  4389  2.3375304e+00  6.1824218e-02  8.4053504e-03 -8.1802874e-02
  4390  2.3337791e+00  6.1710299e-02  8.3998066e-03 -8.1629470e-02
  4391  2.3300219e+00  6.1596790e-02  8.3942692e-03 -8.1457094e-02
  4392  2.3262593e+00  6.1483719e-02  8.3887380e-03 -8.1285850e-02
  4393  2.3225021e+00  6.1371009e-02  8.3832129e-03 -8.1115646e-02
  4394  2.3187312e+00  6.1258589e-02  8.3776937e-03 -8.0946589e-02
  4395  2.3149574e+00  6.1146583e-02  8.3721803e-03 -8.0778489e-02
  4396  2.3111917e+00  6.1034917e-02  8.3666725e-03 -8.0611454e-02
  4397  2.3074154e+00  6.0923618e-02  8.3611701e-03 -8.0445398e-02
  4398  2.3036496e+00  6.0812610e-02  8.3556730e-03 -8.0280430e-02
  4399  2.2998856e+00  6.0702018e-02  8.3501809e-03 -8.0116266e-02
  4400  2.2961246e+00  6.0591669e-02  8.3446936e-03 -7.9953220e-02
  4401  2.2923781e+00  6.0481688e-02  8.3392110e-03 -7.9791011e-02
  4402  2.2886274e+00  6.0371904e-02  8.3337329e-03 -7.9629767e-02
  4403  2.2848937e+00  6.0262548e-02  8.3282589e-03 -7.9469522e-02
  4404  2.2811686e+00  6.0153449e-02  8.3227891e-03 -7.9310109e-02
  4405  2.2774632e+00  6.0044736e-02  8.3173230e-03 -7.9151565e-02
  4406  2.2737689e+00  5.9936239e-02  8.3118607e-03 -7.8994028e-02
  4407  2.2700868e+00  5.9828088e-02  8.3064018e-03 -7.8837435e-02
  4408  2.2664283e+00  5.9720210e-02  8.3009462e-03 -7.8681728e-02
  4409  2.2627843e+00  5.9612635e-02  8.2954938e-03 -7.8526849e-02
  4410  2.2591659e+00  5.9505391e-02  8.2900444e-03 -7.8372841e-02
  4411  2.2555639e+00  5.9398506e-02  8.2845979e-03 -7.8219751e-02
  4412  2.2519792e+00  5.9291808e-02  8.2791541e-03 -7.8067425e-02
  4413  2.2484225e+00  5.9185425e-02  8.2737130e-03 -7.7916013e-02
  4414  2.2448942e+00  5.9079383e-02  8.2682745e-03 -7.7765465e-02
  4415  2.2413849e+00  5.8973510e-02  8.2628385e-03 -7.7615634e-02
  4416  2.2378946e+00  5.8868032e-02  8.2574049e-03 -7.7466674e-02
  4417  2.2344437e+00  5.8762775e-02  8.2519738e-03 -7.7318542e-02
  4418  2.2310020e+00  5.8657766e-02  8.2465451e-03 -7.7171194e-02
  4419  2.2275993e+00  5.8553030e-02  8.2411189e-03 -7.7024592e-02
  4420  2.2242094e+00  5.8448493e-02  8.2356951e-03 -7.6878694e-02
  4421  2.2208486e+00  5.8344279e-02  8.2302738e-03 -7.6733665e-02
  4422  2.2175115e+00  5.8240313e-02  8.2248551e-03 -7.6589369e-02
  4423  2.2141982e+00  5.8136619e-02  8.2194391e-03 -7.6445771e-02
  4424  2.2109068e+00  5.8033122e-02  8.2140259e-03 -7.6303040e-02
  4425  2.2076372e+00  5.7929944e-02  8.2086156e-03 -7.6160943e-02
  4426  2.2043873e+00  5.7826909e-02  8.2032083e-03 -7.6019551e-02
  4427  2.2011567e+00  5.7724140e-02  8.1978042e-03 -7.5878935e-02
  4428  2.1979431e+00  5.7621559e-02  8.1924034e-03 -7.5739068e-02
  4429  2.1947469e+00  5.7519189e-02  8.1870062e-03 -7.5599923e-02
  4430  2.1915647e+00  5.7417050e-02  8.1816127e-03 -7.5461475e-02
  4431  2.1883966e+00  5.7315065e-02  8.1762231e-03 -7.5323699e-02
  4432  2.1852401e+00  5.7213354e-02  8.1708376e-03 -7.5186671e-02
  4433  2.1820934e+00  5.7111838e-02  8.1654564e-03 -7.5050369e-02
  4434  2.1789557e+00  5.7010536e-02  8.1600797e-03 -7.4914769e-02
  4435  2.1758253e+00  5.6909370e-02  8.1547078e-03 -7.4779850e-02
  4436  2.1726993e+00  5.6808457e-02  8.1493408e-03 -7.4645690e-02
  4437  2.1695771e+00  5.6707618e-02  8.1439789e-03 -7.4512267e-02
  4438  2.1664568e+00  5.6607070e-02  8.1386224e-03 -7.4379459e-02
  4439  2.1633360e+00  5.6506732e-02  8.1332714e-03 -7.4247445e-02
  4440  2.1602139e+00  5.6406522e-02  8.1279261e-03 -7.4116004e-02
  4441  2.1570890e+00  5.6306457e-02  8.1225867e-03 -7.3985314e-02
  4442  2.1539600e+00  5.6206554e-02  8.1172533e-03 -7.3855252e-02
  4443  2.1508245e+00  5.6106830e-02  8.1119262e-03 -7.3725896e-02
  4444  2.1476814e+00  5.6007302e-02  8.1066054e-03 -7.3597223e-02
  4445  2.1445315e+00  5.5907884e-02  8.1012910e-03 -7.3469109e-02
  4446  2.1413710e+00  5.5808693e-02  8.0959832e-03 -7.3341630e-02
  4447  2.1382021e+00  5.5709543e-02  8.0906820e-03 -7.3214761e-02
  4448  2.1350222e+00  5.5610650e-02  8.0853875e-03 -7.3088476e-02
  4449  2.1318308e+00  5.5511828e-02  8.0800998e-03 -7.2962748e-02
  4450  2.1286287e+00  5.5413189e-02  8.0748188e-03 -7.2837549e-02
  4451  2.1254158e+00  5.5314649e-02  8.0695445e-03 -7.2712853e-02
  4452  2.1221902e+00  5.5216321e-02  8.0642770e-03 -7.2588745e-02
  4453  2.1189550e+00  5.5118018e-02  8.0590162e-03 -7.2465210e-02
  4454  2.1157079e+00  5.5019954e-02  8.0537621e-03 -7.2342135e-02
  4455  2.1124513e+00  5.4921942e-02  8.0485145e-03 -7.2219601e-02
  4456  2.1091850e+00  5.4824093e-02  8.0432733e-03 -7.2097594e-02
  4457  2.1059100e+00  5.4726320e-02  8.0380385e-03 -7.1976093e-02
  4458  2.1026264e+00  5.4628734e-02  8.0328099e-03 -7.1855179e-02
  4459  2.0993374e+00  5.4531246e-02  8.0275873e-03 -7.1734633e-02
  4460  2.0960413e+00  5.4433868e-02  8.0223706e-03 -7.1614632e-02
  4461  2.0927426e+00  5.4336609e-02  8.0171596e-03 -7.1494954e-02
  4462  2.0894399e+00  5.4239479e-02  8.0119541e-03 -7.1375876e-02
  4463  2.0861359e+00  5.4142488e-02  8.0067539e-03 -7.1257072e-02
  4464  2.0828322e+00  5.4045544e-02  8.0015588e-03 -7.1138717e-02
  4465  2.0795309e+00  5.3948657e-02  7.9963685e-03 -7.1020686e-02
  4466  2.0762326e+00  5.3851935e-02  7.9911829e-03 -7.0903051e-02
  4467  2.0729414e+00  5.3755385e-02  7.9860016e-03 -7.0785783e-02
  4468  2.0696571e+00  5.3658814e-02  7.9808246e-03 -7.0668755e-02
  4469  2.0663817e+00  5.3562531e-02  7.9756514e-03 -7.0552137e-02
  4470  2.0631181e+00  5.3466240e-02  7.9704820e-03 -7.0435700e-02
  4471  2.0598671e+00  5.3370049e-02  7.9653161e-03 -7.0319613e-02
  4472  2.0566307e+00  5.3274062e-02  7.9601534e-03 -7.0203744e-02
  4473  2.0534115e+00  5.3178085e-02  7.9549939e-03 -7.0088064e-02
  4474  2.0502083e+00  5.3082224e-02  7.9498372e-03 -6.9972641e-02
  4475  2.0470246e+00  5.2986481e-02  7.9446831e-03 -6.9857341e-02
  4476  2.0438620e+00  5.2890862e-02  7.9395317e-03 -6.9742234e-02
  4477  2.0407198e+00  5.2795369e-02  7.9343826e-03 -6.9627287e-02
  4478  2.0376002e+00  5.2699906e-02  7.9292357e-03 -6.9512467e-02
  4479  2.0345044e+00  5.2604575e-02  7.9240909e-03 -6.9397741e-02
  4480  2.0314323e+00  5.2509279e-02  7.9189482e-03 -6.9283077e-02
  4481  2.0283857e+00  5.2414120e-02  7.9138074e-03 -6.9168542e-02
  4482  2.0253633e+00  5.2318998e-02  7.9086685e-03 -6.9054102e-02
  4483  2.0223674e+00  5.2224016e-02  7.9035315e-03 -6.8939623e-02
  4484  2.0193974e+00  5.2129073e-02  7.8983963e-03 -6.8825274e-02
  4485  2.0164533e+00  5.2034270e-02  7.8932629e-03 -6.8710920e-02
  4486  2.0135332e+00  5.1939606e-02  7.8881315e-03 -6.8596627e-02
  4487  2.0106388e+00  5.1844882e-02  7.8830019e-03 -6.8482262e-02
  4488  2.0077687e+00  5.1750396e-02  7.8778743e-03 -6.8367992e-02
  4489  2.0049214e+00  5.1655947e-02  7.8727489e-03 -6.8253681e-02
  4490  2.0020970e+00  5.1561532e-02  7.8676256e-03 -6.8139395e-02
  4491  1.9992938e+00  5.1467151e-02  7.8625047e-03 -6.8025099e-02
  4492  1.9965107e+00  5.1372901e-02  7.8573862e-03 -6.7910760e-02
  4493  1.9937456e+00  5.1278779e-02  7.8522704e-03 -6.7796339e-02
  4494  1.9909982e+00  5.1184681e-02  7.8471574e-03 -6.7682003e-02
  4495  1.9882672e+00  5.1090705e-02  7.8420474e-03 -6.7567713e-02
  4496  1.9855490e+00  5.0996847e-02  7.8369406e-03 -6.7453332e-02
  4497  1.9828453e+00  5.0903102e-02  7.8318373e-03 -6.7338923e-02
  4498  1.9801503e+00  5.0809367e-02  7.8267376e-03 -6.7224545e-02
  4499  1.9774654e+00  5.0715836e-02  7.8216418e-03 -6.7110160e-02
  4500  1.9747869e+00  5.0622405e-02  7.8165500e-03 -6.6995726e-02
  4501  1.9721142e+00  5.0529068e-02  7.8114626e-03 -6.6881402e-02
  4502  1.9694436e+00  5.0435817e-02  7.8063798e-03 -6.6766949e-02
  4503  1.9667745e+00  5.0342642e-02  7.8013017e-03 -6.6652528e-02
  4504  1.9641043e+00  5.0249536e-02  7.7962286e-03 -6.6538199e-02
  4505  1.9614316e+00  5.0156588e-02  7.7911607e-03 -6.6423821e-02
  4506  1.9587547e+00  5.0063790e-02  7.7860983e-03 -6.6309450e-02
  4507  1.9560724e+00  4.9970931e-02  7.7810414e-03 -6.6195140e-02
  4508  1.9533824e+00  4.9878301e-02  7.7759904e-03 -6.6080746e-02
  4509  1.9506835e+00  4.9785691e-02  7.7709453e-03 -6.5966518e-02
  4510  1.9479747e+00  4.9693189e-02  7.7659062e-03 -6.5852306e-02
  4511  1.9452551e+00  4.9600786e-02  7.7608735e-03 -6.5738058e-02
  4512  1.9425229e+00  4.9508470e-02  7.7558470e-03 -6.5623918e-02
  4513  1.9397776e+00  4.9416331e-02  7.7508270e-03 -6.5509831e-02
  4514  1.9370187e+00  4.9324156e-02  7.7458136e-03 -6.5395738e-02
  4515  1.9342449e+00  4.9232136e-02  7.7408066e-03 -6.5281679e-02
  4516  1.9314563e+00  4.9140258e-02  7.7358063e-03 -6.5167689e-02
  4517  1.9286528e+00  4.9048411e-02  7.7308126e-03 -6.5053705e-02
  4518  1.9258347e+00  4.8956683e-02  7.7258255e-03 -6.4939659e-02
  4519  1.9230005e+00  4.8864962e-02  7.7208449e-03 -6.4825682e-02
  4520  1.9201528e+00  4.8773435e-02  7.7158709e-03 -6.4711702e-02
  4521  1.9172904e+00  4.8681892e-02  7.7109032e-03 -6.4597645e-02
  4522  1.9144153e+00  4.8590519e-02  7.7059419e-03 -6.4483536e-02
  4523  1.9115265e+00  4.8499204e-02  7.7009868e-03 -6.4369496e-02
  4524  1.9086275e+00  4.8408034e-02  7.6960377e-03 -6.4255346e-02
  4525  1.9057185e+00  4.8316897e-02  7.6910945e-03 -6.4141203e-02
  4526  1.9028011e+00  4.8225980e-02  7.6861571e-03 -6.4026984e-02
  4527  1.8998761e+00  4.8135070e-02  7.6812251e-03 -6.3912703e-02
  4528  1.8969451e+00  4.8044354e-02  7.6762986e-03 -6.3798273e-02
  4529  1.8940101e+00  4.7953718e-02  7.6713771e-03 -6.3683903e-02
  4530  1.8910730e+00  4.7863150e-02  7.6664605e-03 -6.3569303e-02
  4531  1.8881348e+00  4.7772737e-02  7.6615486e-03 -6.3454581e-02
  4532  1.8851976e+00  4.7682364e-02  7.6566412e-03 -6.3339742e-02
  4533  1.8822634e+00  4.7592119e-02  7.6517379e-03 -6.3224791e-02
  4534  1.8793333e+00  4.7501988e-02  7.6468386e-03 -6.3109731e-02
  4535  1.8764105e+00  4.7412057e-02  7.6419430e-03 -6.2994465e-02
  4536  1.8734959e+00  4.7322112e-02  7.6370509e-03 -6.2878992e-02
  4537  1.8705917e+00  4.7232441e-02  7.6321620e-03 -6.2763414e-02
  4538  1.8676997e+00  4.7142728e-02  7.6272761e-03 -6.2647629e-02
  4539  1.8648218e+00  4.7053261e-02  7.6223930e-03 -6.2531534e-02
  4540  1.8619589e+00  4.6963825e-02  7.6175126e-03 -6.2415329e-02
  4541  1.8591127e+00  4.6874606e-02  7.6126345e-03 -6.2298908e-02
  4542  1.8562846e+00  4.6785490e-02  7.6077587e-03 -6.2182269e-02
  4543  1.8534763e+00  4.6696463e-02  7.6028849e-03 -6.2065407e-02
  4544  1.8506889e+00  4.6607611e-02  7.5980130e-03 -6.1948317e-02
  4545  1.8479217e+00  4.6518920e-02  7.5931429e-03 -6.1831093e-02
  4546  1.8451776e+00  4.6430276e-02  7.5882745e-03 -6.1713531e-02
  4547  1.8424555e+00  4.6341864e-02  7.5834078e-03 -6.1595724e-02
  4548  1.8397570e+00  4.6253570e-02  7.5785425e-03 -6.1477766e-02
  4549  1.8370815e+00  4.6165480e-02  7.5736787e-03 -6.1359551e-02
  4550  1.8344304e+00  4.6077480e-02  7.5688164e-03 -6.1241073e-02
  4551  1.8318028e+00  4.5989655e-02  7.5639556e-03 -6.1122423e-02
  4552  1.8291986e+00  4.5901987e-02  7.5590963e-03 -6.1003589e-02
  4553  1.8266166e+00  4.5814460e-02  7.5542385e-03 -6.0884558e-02
  4554  1.8240584e+00  4.5727154e-02  7.5493823e-03 -6.0765316e-02
  4555  1.8215213e+00  4.5639954e-02  7.5445278e-03 -6.0645847e-02
  4556  1.8190057e+00  4.5552941e-02  7.5396752e-03 -6.0526240e-02
  4557  1.8165086e+00  4.5466097e-02  7.5348244e-03 -6.0406378e-02
  4558  1.8140311e+00  4.5379406e-02  7.5299758e-03 -6.0286448e-02
  4559  1.8115708e+00  4.5292949e-02  7.5251293e-03 -6.0166234e-02
  4560  1.8091265e+00  4.5206609e-02  7.5202853e-03 -6.0045921e-02
  4561  1.8066958e+00  4.5120369e-02  7.5154439e-03 -5.9925495e-02
  4562  1.8042781e+00  4.5034412e-02  7.5106054e-03 -5.9804939e-02
  4563  1.8018709e+00  4.4948520e-02  7.5057698e-03 -5.9684136e-02
  4564  1.7994724e+00  4.4862877e-02  7.5009375e-03 -5.9563370e-02
  4565  1.7970810e+00  4.4777366e-02  7.4961086e-03 -5.9442424e-02
  4566  1.7946940e+00  4.4691970e-02  7.4912835e-03 -5.9321379e-02
  4567  1.7923115e+00  4.4606772e-02  7.4864622e-03 -5.9200216e-02
  4568  1.7899288e+00  4.4521756e-02  7.4816451e-03 -5.9079017e-02
  4569  1.7875461e+00  4.4436906e-02  7.4768324e-03 -5.8957760e-02
  4570  1.7851608e+00  4.4352204e-02  7.4720243e-03 -5.8836424e-02
  4571  1.7827722e+00  4.4267736e-02  7.4672210e-03 -5.8715088e-02
  4572  1.7803767e+00  4.4183386e-02  7.4624227e-03 -5.8593628e-02
  4573  1.7779738e+00  4.4099237e-02  7.4576297e-03 -5.8472219e-02
  4574  1.7755611e+00  4.4015174e-02  7.4528420e-03 -5.8350835e-02
  4575  1.7731393e+00  4.3931382e-02  7.4480599e-03 -5.8229452e-02
  4576  1.7707043e+00  4.3847745e-02  7.4432836e-03 -5.8108040e-02
  4577  1.7682569e+00  4.3764250e-02  7.4385130e-03 -5.7986670e-02
  4578  1.7657953e+00  4.3680980e-02  7.4337485e-03 -5.7865211e-02
  4579  1.7633188e+00  4.3597822e-02  7.4289900e-03 -5.7743834e-02
  4580  1.7608258e+00  4.3514962e-02  7.4242377e-03 -5.7622503e-02
  4581  1.7583168e+00  4.3432184e-02  7.4194916e-03 -5.7501184e-02
  4582  1.7557907e+00  4.3349576e-02  7.4147518e-03 -5.7379843e-02
  4583  1.7532483e+00  4.3267123e-02  7.4100182e-03 -5.7258541e-02
  4584  1.7506888e+00  4.3184913e-02  7.4052908e-03 -5.7137241e-02
  4585  1.7481124e+00  4.3102832e-02  7.4005697e-03 -5.7016003e-02
  4586  1.7455207e+00  4.3020967e-02  7.3958548e-03 -5.6894885e-02
  4587  1.7429141e+00  4.2939306e-02  7.3911459e-03 -5.6773746e-02
  4588  1.7402925e+00  4.2857836e-02  7.3864431e-03 -5.6652842e-02
  4589  1.7376579e+00  4.2776544e-02  7.3817461e-03 -5.6531929e-02
  4590  1.7350112e+00  4.2695420e-02  7.3770549e-03 -5.6411060e-02
  4591  1.7323538e+00  4.2614551e-02  7.3723693e-03 -5.6290391e-02
